IndividualID,Forenames,Surname,Portrait Filename,Alias,Gender,has Portrait?,is Dragoman?,Apprentice only,BirthDate,BirthLocation,DeathDate,DeathLocation,Occupation,LifeSpan,Relation,BudgieCode,Ahnentafel,HasRangedBirthDate,HasParents,CensusFactCount,MarriageDates,MarriageLocations,RelationToRoot,BirthStart,BirthEnd,DeathStart,DeathEnd,FamilyIDsAsParent,FamilyIDsAsChild,ChildrenCount,MarriageCount
I0411,Isach,Ralli,,,M,,Y,,< 1670,,> 1727,,Venetian Public Dragoman Under Bailo,>= 110,Unknown,,0,FALSE,FALSE,0,,,,12/31/1669 12:00:00 AM,12/31/1669 12:00:00 AM,1/1/1728 12:00:00 AM,1/1/1728 12:00:00 AM,,,0,0
I0412,Giovanni,Ralli,,,M,,Y,,< 1750,,> 1795,,Venetian Public Dragoman Under Bailo,>= 110,Unknown,,0,FALSE,FALSE,0,,,,12/31/1749 12:00:00 AM,12/31/1749 12:00:00 AM,1/1/1796 12:00:00 AM,1/1/1796 12:00:00 AM,,,0,0
I0413,Gioia,Ralli,,,F,,,,UNKNOWN,,,,,Unknown,By Marriage,,0,FALSE,TRUE,0,UNKNOWN,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0078,F0132,4,1
I0417,Christoforo,Ralli,,,M,,Y,,< 1730,,,,Venetian Public Dragoman Under Bailo,>= 110,Unknown,,0,FALSE,FALSE,0,,,,12/31/1729 12:00:00 AM,12/31/1729 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,,0,0
I0418,Demetrio,Ralli,,,M,,Y,,< 1760,,,,Gdl,>= 110,Unknown,,0,FALSE,FALSE,0,,,,12/31/1759 12:00:00 AM,12/31/1759 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,,0,0
I0419,Diamantino,Ralli,,,M,,,,UNKNOWN,,,,Merchant in Istanbul,Unknown,Linked by Marriages,,0,FALSE,FALSE,0,UNKNOWN,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0132,,1,1
I0420,Maria,Ralli,,,F,,,,ca. 1750,,,,,>= 110,By Marriage,,0,FALSE,FALSE,0,BEF 1771,,,1/1/1749 12:00:00 AM,12/31/1750 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0103,,7,1
I0422,Maria,Rosa,,,F,,,,1751,,> 1781,,,>= 110,By Marriage,,0,FALSE,FALSE,0,ABT 1770,,,1/1/1751 12:00:00 AM,12/31/1751 12:00:00 AM,1/1/1782 12:00:00 AM,1/1/1782 12:00:00 AM,F0133,,7,1
I0392,Paola,Rubbi,,,F,,,,1723,,1749,,,25 to 26,By Marriage,,0,FALSE,FALSE,0,1747,,,1/1/1723 12:00:00 AM,12/31/1723 12:00:00 AM,1/1/1749 12:00:00 AM,12/31/1749 12:00:00 AM,F0126,,1,1
I0000,Gianesin,Salvago,,,M,,Y,,< 1515,,> 1561,,,>= 110,Root Person,1d,1,FALSE,TRUE,0,UNKNOWN,,root person,12/31/1514 12:00:00 AM,12/31/1514 12:00:00 AM,1/1/1562 12:00:00 AM,1/1/1562 12:00:00 AM,F0000,F0008,2,1
I0001,Mateca,Salvago,,,M,,Y,,< 1550,,ca. 14 OCT 1594,,"Daniele Barbarigo 1564: 54: in Mio Tempo Essendo Il Carico Suo Sopra Li Schiavi, È Stato Tanto Diligente Che Più Non Si Potria Desiderare; Ma Pur Ancor Lui È Stato D' Accordo Con Li Altri Turcimani a Perseguitar Messer Pietro Maruffo Nel Garbuglio Del Giannizzero, Come Qui Appresso Si Dirà.",>= 44,Descendant,0-01,0,FALSE,TRUE,0,UNKNOWN,,son,12/31/1549 12:00:00 AM,12/31/1549 12:00:00 AM,10/13/1594 12:00:00 AM,10/14/1594 12:00:00 AM,F0001,F0000,4,1
I0002,Zuria,Salvago,,,F,,,,ca. 1600,,,,,>= 110,Descendant,0-00,0,FALSE,TRUE,0,UNKNOWN,,daughter,1/1/1599 12:00:00 AM,12/31/1600 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0004,F0000,1,1
I0003,Gianesin,Salvago,,,M,,Y,,< 1570,,> 1618,,"1585: Mentioned By Bailo Gianfrancesco Morosini (1585: 319-20): Dal Quale Zanettino, Nel Tempo Del Mio Bailaggio, Ho Ricevuto Grandissimo Servizio, Avendolo Tenuto Di Continuo in Casa Mia, Che Mi Ha Giovato Assai Per Poter Trattar Con Molti Turchi Che Mi Venivano a Ritrovare; Perchè, Non Stando in Casa Gli Altri, Con Più Difficoltà Mi Sarebbe Molte Volte Convenuto Mandar Cercando Qua E Là Dragomani, Se Questo Con La Continua Assistenza Non M’Avesse Ajutato; Però Io Lo Raccomando Alla Serenità Vostra.",>= 110,Descendant,0-01.01,0,FALSE,TRUE,0,,,grandson,12/31/1569 12:00:00 AM,12/31/1569 12:00:00 AM,1/1/1619 12:00:00 AM,1/1/1619 12:00:00 AM,,F0001,0,0
I0005,Giulian,Salvago,,,M,,Y,,< 1585,,9 Jul 1611,,"Hired Dragoman in Aleppo, Annual Salary 100 Zecchini",>= 26,Descendant,0-01.02,0,FALSE,TRUE,0,,,grandson,12/31/1584 12:00:00 AM,12/31/1584 12:00:00 AM,7/9/1611 12:00:00 AM,7/9/1611 12:00:00 AM,,F0001,0,0
I0006,Giovanni Battista,Salvago,,,M,,Y,,ca. 1587,,> 1644,,Elected Gdl,>= 110,Descendant,0-01.04,0,FALSE,TRUE,0,,,grandson,1/1/1586 12:00:00 AM,12/31/1587 12:00:00 AM,1/1/1645 12:00:00 AM,1/1/1645 12:00:00 AM,,F0001,0,0
I0007,Benetto,Salvago,,,M,,,,UNKNOWN,,,,,Unknown,Descendant,0-01.03,0,FALSE,TRUE,0,UNKNOWN,,grandson,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0002,F0001,2,1
I0010,Elisabetta,Salvago,,,F,,,,UNKNOWN,,,,,Unknown,Descendant,0-01.03.02,0,FALSE,TRUE,0,UNKNOWN,,great granddaughter,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0003,F0002,1,1
I0011,Gioia,Salvago,,,F,,,,< 1580,,> 1666,,,>= 110,Descendant,0-01.03.01,0,FALSE,TRUE,0,UNKNOWN,,great granddaughter,12/31/1579 12:00:00 AM,12/31/1579 12:00:00 AM,1/1/1667 12:00:00 AM,1/1/1667 12:00:00 AM,F0007,F0002,3,1
I0013,Caterina,Salvago,,,F,,,,ca. 1630,,,,,>= 110,Descendant,0-00.01,0,FALSE,TRUE,0,UNKNOWN,,granddaughter,1/1/1629 12:00:00 AM,12/31/1630 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0005,F0004,1,1
I0022,Sebastian,Salvago,,,M,,,,UNKNOWN,,,,,Unknown,Direct Ancestor,2d,2,FALSE,FALSE,0,UNKNOWN,,father,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0008,,1,1
I0024,UNKNOWN,Salvago,,,F,,,,< 1570,,1611,,,>= 41,Linked by Marriages,,0,FALSE,FALSE,0,UNKNOWN,,,12/31/1569 12:00:00 AM,12/31/1569 12:00:00 AM,1/1/1611 12:00:00 AM,12/31/1611 12:00:00 AM,F0009,,3,1
I0334,UNKNOWN,Salvago,,,M,,,,UNKNOWN,,,,,Unknown,Linked by Marriages,,0,FALSE,FALSE,0,UNKNOWN,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0109,,0,1
I0405,Thérèse,Schembri,,,F,,,,< 1767,,> 1816,,,>= 110,Unknown,,0,FALSE,FALSE,0,UNKNOWN,,,12/31/1766 12:00:00 AM,12/31/1766 12:00:00 AM,1/1/1817 12:00:00 AM,1/1/1817 12:00:00 AM,F0131,,3,1
I0100,Hans Anderson,Scoccardi,,,M,,,,1604,,1656,,,51 to 52,By Marriage,,0,FALSE,FALSE,0,BEF 1641,,,1/1/1604 12:00:00 AM,12/31/1604 12:00:00 AM,1/1/1656 12:00:00 AM,12/31/1656 12:00:00 AM,F0040,,1,1
I0102,Gioia,Scoccardi,,,F,,,,ca. 1641,,9 Feb 1681,,,39 to 41,By Marriage,,0,FALSE,TRUE,0,UNKNOWN,,,1/1/1640 12:00:00 AM,12/31/1641 12:00:00 AM,2/9/1681 12:00:00 AM,2/9/1681 12:00:00 AM,F0041,F0040,3,1
I0326,Giorgio,Sperco,,,M,,,,1670,,,,,>= 110,Unknown,,0,FALSE,FALSE,0,1696,,,1/1/1670 12:00:00 AM,12/31/1670 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0106,,0,1
I0214,Paola,Strassoldo,,,F,,,,UNKNOWN,,1613,,,Unknown,Linked by Marriages,,0,FALSE,FALSE,0,UNKNOWN,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/1613 12:00:00 AM,12/31/1613 12:00:00 AM,F0073,,0,1
I0201,Lavio,Suina,,,M,,,,UNKNOWN,,,,,Unknown,By Marriage,,0,FALSE,FALSE,0,UNKNOWN,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0069,,0,1
I0118,Angela,Tarsia,,,F,,,,UNKNOWN,,,,,Unknown,By Marriage,,0,FALSE,TRUE,0,AFT 1683,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0050,F0045,0,1
I0121,Leonardo,Tarsia,,,M,,Y,,ca. 1640,,1663,Larissa,Gdl,22 to 24,By Marriage,,0,FALSE,TRUE,0,,,,1/1/1639 12:00:00 AM,12/31/1640 12:00:00 AM,1/1/1663 12:00:00 AM,12/31/1663 12:00:00 AM,,F0045,0,0
I0124,Battistina,Tarsia,,,F,,,,ca. 1659,,> 1679,,,>= 110,By Marriage,,0,FALSE,TRUE,0,,,,1/1/1658 12:00:00 AM,12/31/1659 12:00:00 AM,1/1/1680 12:00:00 AM,1/1/1680 12:00:00 AM,,F0045,0,0
I0133,Battistina,Tarsia,,,F,,,,1686,,1686,,,< 1,By Marriage,,0,FALSE,TRUE,0,,,,1/1/1686 12:00:00 AM,12/31/1686 12:00:00 AM,1/1/1686 12:00:00 AM,12/31/1686 12:00:00 AM,,F0047,0,0
I0134,Giovanni Battista,Tarsia,,,M,,Y,,1687,,,,Venetian Dragoman,>= 110,By Marriage,,0,FALSE,TRUE,0,,,,1/1/1687 12:00:00 AM,12/31/1687 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0047,0,0
I0135,Anna Maria,Tarsia,,,F,,,,1688,,1692,,,3 to 4,By Marriage,,0,FALSE,TRUE,0,,,,1/1/1688 12:00:00 AM,12/31/1688 12:00:00 AM,1/1/1692 12:00:00 AM,12/31/1692 12:00:00 AM,,F0047,0,0
I0136,Angela,Tarsia,,,F,,,,1691,,1692,,,<= 1,By Marriage,,0,FALSE,TRUE,0,,,,1/1/1691 12:00:00 AM,12/31/1691 12:00:00 AM,1/1/1692 12:00:00 AM,12/31/1692 12:00:00 AM,,F0047,0,0
I0137,Antonio,Tarsia,,,M,,,,1692,,1693,,,<= 1,By Marriage,,0,FALSE,TRUE,0,,,,1/1/1692 12:00:00 AM,12/31/1692 12:00:00 AM,1/1/1693 12:00:00 AM,12/31/1693 12:00:00 AM,,F0047,0,0
I0138,Angela Maria,Tarsia,,,F,,,,1693,,1694,,,<= 1,By Marriage,,0,FALSE,TRUE,0,,,,1/1/1693 12:00:00 AM,12/31/1693 12:00:00 AM,1/1/1694 12:00:00 AM,12/31/1694 12:00:00 AM,,F0047,0,0
I0139,Maria,Tarsia,,,F,,,,1694,,,,,>= 110,By Marriage,,0,FALSE,TRUE,0,,,,1/1/1694 12:00:00 AM,12/31/1694 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0047,0,0
I0140,Angela,Tarsia,,,F,,,,1695,,> 1730,,,>= 110,Marr to Direct/Blood,0-00.01.01.02*s,0,FALSE,TRUE,0,1710; 1718,,,1/1/1695 12:00:00 AM,12/31/1695 12:00:00 AM,1/1/1731 12:00:00 AM,1/1/1731 12:00:00 AM,"F0051,F0098",F0047,8,2
I0141,Vittoria,Tarsia,,,F,,,,1697,,,,,>= 110,By Marriage,,0,FALSE,TRUE,0,,,,1/1/1697 12:00:00 AM,12/31/1697 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0047,0,0
I0154,Agostino,Tarsia,,,M,,,,UNKNOWN,,,,,Unknown,By Marriage,,0,FALSE,TRUE,0,1610,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0046,F0161,4,1
I0296,Christoforo,Tarsia,,,M,,Y,,ca. 1695,,> 1714,,Venetian Dragoman,>= 110,By Marriage,,0,FALSE,TRUE,0,,,,1/1/1694 12:00:00 AM,12/31/1695 12:00:00 AM,1/1/1715 12:00:00 AM,1/1/1715 12:00:00 AM,,F0047,0,0
I0409,Carlo,Tarsia,,,M,,Y,,UNKNOWN,,,,Venetian Dragoman Under Memmo,Unknown,Unknown,,0,FALSE,FALSE,0,,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,,0,0
I0460,Agostino,Tarsia,,,M,,,,UNKNOWN,,,,Giudice in Capodistria,Unknown,By Marriage,,0,FALSE,TRUE,0,UNKNOWN,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0155,F0146,1,1
I0488,Apollonia,Tarsia,,,F,,,,< 1680,,,,,>= 110,By Marriage,,0,FALSE,TRUE,0,,,,12/31/1679 12:00:00 AM,12/31/1679 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0155,0,0
I0495,Antonio,Tarsia,,,M,,,,UNKNOWN,,,,,Unknown,By Marriage,,0,FALSE,FALSE,0,UNKNOWN,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0161,,1,1
I0017,Francesco-Draco,Testa,,,M,,Y,,1627,,1709,,Dutch Dragoman,81 to 82,Descendant,0-00.01.01*s,0,FALSE,TRUE,0,UNKNOWN,,3rd great grandson,1/1/1627 12:00:00 AM,12/31/1627 12:00:00 AM,1/1/1709 12:00:00 AM,12/31/1709 12:00:00 AM,F0006,F0023,5,1
I0018,Stefano,Testa,,,M,,,,UNKNOWN,,< 1668,,,Unknown,Marr to Direct/Blood,0-01.03.01*s,0,FALSE,FALSE,0,UNKNOWN,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/1667 12:00:00 AM,12/31/1667 12:00:00 AM,F0007,,3,1
I0019,Mariola,Testa,,,F,,,,UNKNOWN,,,,,Unknown,Descendant,0-01.03.01.01,0,FALSE,TRUE,0,,,2nd great granddaughter,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0007,0,0
I0020,Salvago,Testa,,,M,,,,UNKNOWN,,,,,Unknown,Descendant,0-01.03.01.02,0,FALSE,TRUE,0,,,2nd great grandson,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0007,0,0
I0057,Susanna Soldaniza,Testa,,,F,,,,ca. 1635,,,,,>= 110,Descendant,0-01.03.01.03.04,0,FALSE,TRUE,0,BEF 1671,,3rd great granddaughter,1/1/1634 12:00:00 AM,12/31/1635 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0022,F0023,1,1
I0058,Gaspare,Testa,,,M,,,,ca. 1595,,1686,,,90 to 92,Descendant,0-01.03.01.03,0,FALSE,TRUE,0,UNKNOWN,,2nd great grandson,1/1/1594 12:00:00 AM,12/31/1595 12:00:00 AM,1/1/1686 12:00:00 AM,12/31/1686 12:00:00 AM,F0023,F0007,6,1
I0060,Antonio,Testa,,,M,,Y,,ca. 1627,,1667,,Imperial & Genoese Dragoman (Testa & Testa 2003: 144),39 to 41,Descendant,0-01.03.01.03.01,0,FALSE,TRUE,0,ABT 1665,,3rd great grandson,1/1/1626 12:00:00 AM,12/31/1627 12:00:00 AM,1/1/1667 12:00:00 AM,12/31/1667 12:00:00 AM,F0119,F0023,2,1
I0099,Pelegrino,Testa,,,M,,,,UNKNOWN,,,,,Unknown,By Marriage,,0,FALSE,FALSE,0,ABT 1619,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0039,,1,1
I0101,Asanina,Testa,,,F,,,,ca. 1623,,1689,,,65 to 67,By Marriage,,0,FALSE,TRUE,0,UNKNOWN,,,1/1/1622 12:00:00 AM,12/31/1623 12:00:00 AM,1/1/1689 12:00:00 AM,12/31/1689 12:00:00 AM,F0122,F0039,0,1
I0142,Stefano,Testa,,,M,,,,ca. 1680,,1718,,,37 to 39,Descendant,0-00.01.01.02,0,FALSE,TRUE,0,1710,,2nd great grandson,1/1/1679 12:00:00 AM,12/31/1680 12:00:00 AM,1/1/1718 12:00:00 AM,12/31/1718 12:00:00 AM,F0051,F0006,1,1
I0143,Maria Elisabetta,Testa,,,F,,,,ca. 1710,,1774,,,63 to 65,Descendant,0-00.01.01.02.01,0,FALSE,TRUE,0,ABT 1728,,3rd great granddaughter,1/1/1709 12:00:00 AM,12/31/1710 12:00:00 AM,1/1/1774 12:00:00 AM,12/31/1774 12:00:00 AM,F0100,F0051,3,1
I0144,Antonio,Testa,,,M,,,,1677,,1681,,,3 to 4,Descendant,0-00.01.01.01,0,FALSE,TRUE,0,,,2nd great grandson,1/1/1677 12:00:00 AM,12/31/1677 12:00:00 AM,1/1/1681 12:00:00 AM,12/31/1681 12:00:00 AM,,F0006,0,0
I0145,Gasparo,Testa,,,M,,Y,,1684,,1758,,"Russian, Then Dutch Dragoman",73 to 74,Descendant,0-00.01.01.03,0,FALSE,TRUE,0,1715,,2nd great grandson,1/1/1684 12:00:00 AM,12/31/1684 12:00:00 AM,1/1/1758 12:00:00 AM,12/31/1758 12:00:00 AM,F0052,F0006,10,1
I0146,Giacomo,Testa,,,M,,,,1688,,,,,>= 110,Descendant,0-00.01.01.04,0,FALSE,TRUE,0,,,2nd great grandson,1/1/1688 12:00:00 AM,12/31/1688 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0006,0,0
I0147,Antonio Rocco,Testa,,,M,,,,1695,,,,,>= 110,Descendant,0-00.01.01.05,0,FALSE,TRUE,0,,,2nd great grandson,1/1/1695 12:00:00 AM,12/31/1695 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0006,0,0
I0239,Clara,Testa,,,F,,,,1716,,1718,,,1 to 2,Descendant,0-00.01.01.03.01,0,FALSE,TRUE,0,,,3rd great granddaughter,1/1/1716 12:00:00 AM,12/31/1716 12:00:00 AM,1/1/1718 12:00:00 AM,12/31/1718 12:00:00 AM,,F0052,0,0
I0240,Francesco,Testa,,,M,,,,1717,,1787,,Physician,69 to 70,Descendant,0-00.01.01.03.02,0,FALSE,TRUE,0,,,3rd great grandson,1/1/1717 12:00:00 AM,12/31/1717 12:00:00 AM,1/1/1787 12:00:00 AM,12/31/1787 12:00:00 AM,,F0052,0,0
I0241,Angela,Testa,,,F,,,,1718,,1791,,,72 to 73,Descendant,0-00.01.01.03.03,0,FALSE,TRUE,0,,,3rd great granddaughter,1/1/1718 12:00:00 AM,12/31/1718 12:00:00 AM,1/1/1791 12:00:00 AM,12/31/1791 12:00:00 AM,,F0052,0,0
I0242,Caterina Cecilia,Testa,,,F,,,,1719,,,,,>= 110,Descendant,0-00.01.01.03.04,0,FALSE,TRUE,0,,,3rd great granddaughter,1/1/1719 12:00:00 AM,12/31/1719 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0052,0,0
I0243,Lucia,Testa,,,F,,,,1721,,1721,,,< 1,Descendant,0-00.01.01.03.05,0,FALSE,TRUE,0,,,3rd great granddaughter,1/1/1721 12:00:00 AM,12/31/1721 12:00:00 AM,1/1/1721 12:00:00 AM,12/31/1721 12:00:00 AM,,F0052,0,0
I0244,Lucia,Testa,,,F,,,,1722,,1745,,,22 to 23,Descendant,0-00.01.01.03.07,0,FALSE,TRUE,0,,,3rd great granddaughter,1/1/1722 12:00:00 AM,12/31/1722 12:00:00 AM,1/1/1745 12:00:00 AM,12/31/1745 12:00:00 AM,,F0052,0,0
I0246,Giacomo,Testa,,,M,,,,1725,,1804,,,78 to 79,Descendant,0-00.01.01.03.09,0,FALSE,TRUE,0,,,3rd great grandson,1/1/1725 12:00:00 AM,12/31/1725 12:00:00 AM,1/1/1804 12:00:00 AM,12/31/1804 12:00:00 AM,,F0052,0,0
I0247,Susanna,Testa,,,F,,,,1727,,,,,>= 110,Descendant,0-00.01.01.03.10,0,FALSE,TRUE,0,,,3rd great granddaughter,1/1/1727 12:00:00 AM,12/31/1727 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0052,0,0
I0248,Maria,Testa,,,F,,,,1721,,1721,,,< 1,Descendant,0-00.01.01.03.06,0,FALSE,TRUE,0,,,3rd great granddaughter,1/1/1721 12:00:00 AM,12/31/1721 12:00:00 AM,1/1/1721 12:00:00 AM,12/31/1721 12:00:00 AM,,F0052,0,0
I0327,Smaragda,Testa,,,F,,,,1654,,1684,,,29 to 30,Descendant,0-01.03.01.03.06,0,FALSE,TRUE,0,,,3rd great granddaughter,1/1/1654 12:00:00 AM,12/31/1654 12:00:00 AM,1/1/1684 12:00:00 AM,12/31/1684 12:00:00 AM,,F0023,0,0
I0328,Asanina,Testa,,,F,,,,1654,,1699,,,44 to 45,Descendant,0-01.03.01.03.05,0,FALSE,TRUE,0,,,3rd great granddaughter,1/1/1654 12:00:00 AM,12/31/1654 12:00:00 AM,1/1/1699 12:00:00 AM,12/31/1699 12:00:00 AM,,F0023,0,0
I0329,Giacomo,Testa,,,M,,,,ca. 1635,,,,,>= 110,Descendant,0-01.03.01.03.03,0,FALSE,TRUE,0,,,3rd great grandson,1/1/1634 12:00:00 AM,12/31/1635 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0023,0,0
I0333,Salvaga,Testa,,,F,,,,UNKNOWN,,,,,Unknown,Unknown,,0,FALSE,FALSE,0,,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,,0,0
I0367,Francesco,Testa,,,M,,,,ca. 1665,,,,,>= 110,Descendant,0-01.03.01.03.01.01,0,FALSE,TRUE,0,ABT 1693,,4th great grandson,1/1/1664 12:00:00 AM,12/31/1665 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0118,F0119,0,1
I0369,Catarina,Testa,,,F,,,,1667,,,,,>= 110,Descendant,0-01.03.01.03.01.02,0,FALSE,TRUE,0,BEF 1693,,4th great granddaughter,1/1/1667 12:00:00 AM,12/31/1667 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0120,F0119,0,1
I0297,Nicolao Joseph,Theÿls,,,M,,Y,,ca. 1689,,> 1730,,Venetian Dragoman,>= 110,By Marriage,,0,FALSE,TRUE,0,1718,,,1/1/1688 12:00:00 AM,12/31/1689 12:00:00 AM,1/1/1731 12:00:00 AM,1/1/1731 12:00:00 AM,F0098,F0099,7,1
I0298,Caterina,Theÿls,,,F,,,,1720,,,,,>= 110,By Marriage,,0,FALSE,TRUE,0,,,,1/1/1720 12:00:00 AM,12/31/1720 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0098,0,0
I0299,Laura,Theÿls,,,F,,,,1721,,,,,>= 110,By Marriage,,0,FALSE,TRUE,0,,,,1/1/1721 12:00:00 AM,12/31/1721 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0098,0,0
I0300,Victoria Anna,Theÿls,,,F,,,,1722,,,,,>= 110,By Marriage,,0,FALSE,TRUE,0,,,,1/1/1722 12:00:00 AM,12/31/1722 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0098,0,0
I0301,Lucia Barbara,Theÿls,,,F,,,,1723,,,,,>= 110,By Marriage,,0,FALSE,TRUE,0,,,,1/1/1723 12:00:00 AM,12/31/1723 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0098,0,0
I0302,Gulielmo,Theÿls,,,M,,,,1725,,,,,>= 110,By Marriage,,0,FALSE,TRUE,0,,,,1/1/1725 12:00:00 AM,12/31/1725 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0098,0,0
I0303,Antonio Benedetto,Theÿls,,,M,,,,1729,,,,,>= 110,By Marriage,,0,FALSE,TRUE,0,,,,1/1/1729 12:00:00 AM,12/31/1729 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0098,0,0
I0304,Francesco Rocco,Theÿls,,,M,,,,1730,,,,,>= 110,By Marriage,,0,FALSE,TRUE,0,,,,1/1/1730 12:00:00 AM,12/31/1730 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0098,0,0
I0305,Willem (Guglielmo),Theÿls,,,M,,Y,,ca. 1644,,1725,,Dutch Grand Dragoman,80 to 82,Linked by Marriages,,0,FALSE,TRUE,0,UNKNOWN; UNKNOWN,,,1/1/1643 12:00:00 AM,12/31/1644 12:00:00 AM,1/1/1725 12:00:00 AM,12/31/1725 12:00:00 AM,"F0099,F0159",F0110,13,2
I0335,Sibilla Victoria,Theÿls,,,F,,,,1684,,,,,>= 110,Linked by Marriages,,0,FALSE,TRUE,0,,,,1/1/1684 12:00:00 AM,12/31/1684 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0099,0,0
I0336,Clara Anna,Theÿls,,,F,,,,1686,,1756,,,69 to 70,Linked by Marriages,,0,FALSE,TRUE,0,,,,1/1/1686 12:00:00 AM,12/31/1686 12:00:00 AM,1/1/1756 12:00:00 AM,12/31/1756 12:00:00 AM,,F0099,0,0
I0337,Giovanni Battista Tommaso,Theÿls,,,M,,,,1687,,1694,,,6 to 7,Linked by Marriages,,0,FALSE,TRUE,0,,,,1/1/1687 12:00:00 AM,12/31/1687 12:00:00 AM,1/1/1694 12:00:00 AM,12/31/1694 12:00:00 AM,,F0099,0,0
I0338,Anton,Theÿls,,,M,,,,1690,,,,,>= 110,Linked by Marriages,,0,FALSE,TRUE,0,,,,1/1/1690 12:00:00 AM,12/31/1690 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0099,0,0
I0339,Zenobia,Theÿls,,,F,,,,1691,,,,,>= 110,Linked by Marriages,,0,FALSE,TRUE,0,,,,1/1/1691 12:00:00 AM,12/31/1691 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0099,0,0
